"","Symbol","logFC","FDR"
"461","Gdf1",0.799770668269999,0.000172776664460622
"462","Malat1",0.999786169705867,3.46026079097484e-32
"463","Foxo3",-0.936468938031661,1.35147438116184e-09
"464","Mcpt4",1.2678835330991,0.00378336814729799
"465","D430041D05Rik",0.780902889317505,0.000924812668032275
"466","Tfdp2",-0.963329940428464,9.12703621558339e-20
"467","Itpkb",0.645130410596942,0.000167462405784557
"468","Tspan11",1.50802432527023,0.00958057242725518
"469","Acot2",-1.3795553784556,0.000178299774765287
"470","Sorbs3",-1.00580608015142,2.91120070345295e-16
"471","Cldn5",-1.02760352436092,8.58427906199876e-08
"472","Col1a2",-0.643743256900891,4.08045811000269e-05
"473","Gramd1b",-0.937755188848711,2.43557686462744e-05
"474","Pdk4",-1.43861447422667,9.46947454001977e-18
"475","Plin4",-1.33356409440008,2.06280137830566e-06
"476","Apbb3",-1.38413413689386,1.89581050430525e-05
"477","Itgb4",1.52645239753784,7.35782267742718e-08
"478","A330023F24Rik",0.851263017326504,0.000182322988284419
"479","Ddx28",-0.916322268784946,1.01010166423992e-05
"480","Adh1",-0.931276683511033,2.42797641939224e-06
"481","Trafd1",-0.617602173548309,4.77670972060375e-07
"482","S100b",1.73962226670036,0.00436932470525764
"483","Flrt2",0.65824455778694,0.000850350469807248
"484","Pea15a",0.636239820678217,1.66999805976201e-07
"485","Lmod1",1.0106226477198,0.00611643419977386
"486","Arrdc2",-2.13921424487697,3.99373119310069e-07
"487","Tmc7",0.59325401678307,0.0007633446203409
"488","Rsc1a1",-1.03369466268339,2.0432614394927e-15
"489","Dhrs3",-0.623262016279587,0.00101350859972695
"490","Cc2d2a",0.644020564475321,0.000755558865503169
"491","Rps11",-0.616664918118282,7.88512863808571e-05
"492","Slc7a2",-1.2852698032849,4.69278130782568e-10
"493","Nox4",-1.18306584546205,1.04021500667182e-05
"494","Ninj1",-0.589927569726381,0.00531695049590655
"495","Neat1",0.776898413129035,1.39682535868533e-08
"496","Gpcpd1",-0.60203901908438,7.84673175328654e-07
"497","Pde4a",1.04738199164701,5.53921904930104e-14
"498","Gpt2",-1.11647506674109,1.1835108052473e-10
"499","Myc",-0.887178494069957,0.00637634031263644
